run_id,exp_id,true_r,true_i0,true_N,estimated_r,abs_error_r
exp001_run11,exp001,1.25,9,20,1.14,0.1100000000000001
exp001_run12,exp001,1.25,9,20,1.25,0.0
exp001_run13,exp001,1.25,9,20,1.25,0.0
exp001_run14,exp001,1.25,9,20,1.25,0.0
exp001_run15,exp001,1.25,9,20,1.25,0.0
exp001_run16,exp001,1.25,9,20,1.25,0.0
exp001_run17,exp001,1.25,9,20,1.14,0.1100000000000001
exp001_run18,exp001,1.25,9,20,1.25,0.0
exp001_run19,exp001,1.25,9,20,1.12,0.1299999999999999
exp001_run20,exp001,1.25,9,20,1.25,0.0
exp001_run01,exp001,1.5,9,20,1.25,0.25
exp001_run02,exp001,1.5,9,20,1.25,0.25
exp001_run03,exp001,1.5,9,20,1.14,0.3600000000000001
exp001_run04,exp001,1.5,9,20,1.05,0.44999999999999996
exp001_run05,exp001,1.5,9,20,1.25,0.25
exp001_run06,exp001,1.5,9,20,1.25,0.25
exp001_run07,exp001,1.5,9,20,1.14,0.3600000000000001
exp001_run08,exp001,1.5,9,20,1.25,0.25
exp001_run09,exp001,1.5,9,20,1.25,0.25
exp001_run10,exp001,1.5,9,20,1.25,0.25
exp001_run11,exp001,1.5,9,20,1.25,0.25
exp001_run12,exp001,1.5,9,20,1.05,0.44999999999999996
exp001_run13,exp001,1.5,9,20,1.05,0.44999999999999996
exp001_run14,exp001,1.5,9,20,1.25,0.25
exp001_run15,exp001,1.5,9,20,1.25,0.25
exp001_run16,exp001,1.5,9,20,1.14,0.3600000000000001
exp001_run17,exp001,1.5,9,20,1.0,0.5
exp001_run18,exp001,1.5,9,20,1.12,0.3799999999999999
exp001_run19,exp001,1.5,9,20,1.25,0.25
exp001_run20,exp001,1.5,9,20,1.25,0.25
exp001_run01,exp001,1.75,9,20,1.25,0.5
exp001_run02,exp001,1.75,9,20,1.25,0.5
exp001_run03,exp001,1.75,9,20,1.25,0.5
exp001_run04,exp001,1.75,9,20,1.14,0.6100000000000001
exp001_run05,exp001,1.75,9,20,1.0,0.75
exp001_run06,exp001,1.75,9,20,1.25,0.5
exp001_run07,exp001,1.75,9,20,1.25,0.5
exp001_run08,exp001,1.75,9,20,1.25,0.5
exp001_run09,exp001,1.75,9,20,1.25,0.5
exp001_run10,exp001,1.75,9,20,1.25,0.5
exp001_run11,exp001,1.75,9,20,1.15,0.6000000000000001
exp001_run12,exp001,1.75,9,20,1.25,0.5
exp001_run13,exp001,1.75,9,20,1.0,0.75
exp001_run14,exp001,1.75,9,20,1.14,0.6100000000000001
exp001_run15,exp001,1.75,9,20,1.25,0.5
exp001_run16,exp001,1.75,9,20,1.25,0.5
exp001_run17,exp001,1.75,9,20,1.25,0.5
exp001_run18,exp001,1.75,9,20,1.25,0.5
exp001_run19,exp001,1.75,9,20,1.15,0.6000000000000001
exp001_run20,exp001,1.75,9,20,1.25,0.5
exp001_run01,exp001,0.25,11,20,0.75,0.5
exp001_run02,exp001,0.25,11,20,0.67,0.42000000000000004
exp001_run03,exp001,0.25,11,20,1.25,1.0
exp001_run04,exp001,0.25,11,20,0.75,0.5
exp001_run05,exp001,0.25,11,20,0.75,0.5
exp001_run06,exp001,0.25,11,20,1.25,1.0
exp001_run07,exp001,0.25,11,20,1.25,1.0
exp001_run08,exp001,0.25,11,20,1.0,0.75
exp001_run09,exp001,0.25,11,20,0.75,0.5
exp001_run10,exp001,0.25,11,20,0.75,0.5
exp001_run11,exp001,0.25,11,20,1.25,1.0
exp001_run12,exp001,0.25,11,20,0.75,0.5
exp001_run13,exp001,0.25,11,20,0.75,0.5
exp001_run14,exp001,0.25,11,20,0.67,0.42000000000000004
exp001_run15,exp001,0.25,11,20,0.67,0.42000000000000004
exp001_run16,exp001,0.25,11,20,0.75,0.5
exp001_run17,exp001,0.25,11,20,1.25,1.0
exp001_run18,exp001,0.25,11,20,0.67,0.42000000000000004
exp001_run19,exp001,0.25,11,20,1.05,0.8
exp001_run20,exp001,0.25,11,20,0.75,0.5
exp001_run01,exp001,0.5,11,20,1.05,0.55
exp001_run02,exp001,0.5,11,20,1.25,0.75
exp001_run03,exp001,0.5,11,20,1.25,0.75
exp001_run04,exp001,0.5,11,20,1.25,0.75
exp001_run05,exp001,0.5,11,20,1.25,0.75
exp001_run06,exp001,0.5,11,20,0.75,0.25
exp001_run07,exp001,0.5,11,20,1.12,0.6200000000000001
exp001_run08,exp001,0.5,11,20,1.25,0.75
exp001_run09,exp001,0.5,11,20,0.75,0.25
exp001_run10,exp001,0.5,11,20,1.05,0.55
exp001_run11,exp001,0.5,11,20,0.75,0.25
exp001_run12,exp001,0.5,11,20,1.05,0.55
exp001_run13,exp001,0.5,11,20,1.25,0.75
exp001_run14,exp001,0.5,11,20,0.75,0.25
exp001_run15,exp001,0.5,11,20,1.05,0.55
exp001_run16,exp001,0.5,11,20,0.75,0.25
exp001_run17,exp001,0.5,11,20,1.05,0.55
exp001_run18,exp001,0.5,11,20,1.25,0.75
exp001_run19,exp001,0.5,11,20,1.05,0.55
exp001_run20,exp001,0.5,11,20,0.75,0.25
exp001_run01,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run02,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run03,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run04,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run05,exp001,0.75,11,20,0.83,0.07999999999999996
exp001_run06,exp001,0.75,11,20,1.12,0.3700000000000001
exp001_run07,exp001,0.75,11,20,1.25,0.5
exp001_run08,exp001,0.75,11,20,1.12,0.3700000000000001
exp001_run09,exp001,0.75,11,20,1.25,0.5
exp001_run10,exp001,0.75,11,20,1.25,0.5
exp001_run11,exp001,0.75,11,20,1.25,0.5
exp001_run12,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run13,exp001,0.75,11,20,0.75,0.0
exp001_run14,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run15,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run16,exp001,0.75,11,20,1.0,0.25
exp001_run17,exp001,0.75,11,20,1.05,0.30000000000000004
exp001_run18,exp001,0.75,11,20,1.25,0.5
exp001_run19,exp001,0.75,11,20,1.25,0.5
exp001_run20,exp001,0.75,11,20,1.0,0.25
exp001_run01,exp001,1.0,11,20,1.12,0.1200000000000001
exp001_run02,exp001,1.0,11,20,1.12,0.1200000000000001
exp001_run03,exp001,1.0,11,20,1.25,0.25
exp001_run04,exp001,1.0,11,20,0.75,0.25
exp001_run05,exp001,1.0,11,20,1.25,0.25
exp001_run06,exp001,1.0,11,20,1.12,0.1200000000000001
exp001_run07,exp001,1.0,11,20,1.12,0.1200000000000001
exp001_run08,exp001,1.0,11,20,1.05,0.050000000000000044
exp001_run09,exp001,1.0,11,20,1.05,0.050000000000000044
exp001_run10,exp001,1.0,11,20,1.0,0.0
exp001_run11,exp001,1.0,11,20,1.12,0.1200000000000001
exp001_run12,exp001,1.0,11,20,1.25,0.25
exp001_run13,exp001,1.0,11,20,1.05,0.050000000000000044
exp001_run14,exp001,1.0,11,20,1.0,0.0
exp001_run15,exp001,1.0,11,20,1.05,0.050000000000000044
exp001_run16,exp001,1.0,11,20,1.05,0.050000000000000044
exp001_run17,exp001,1.0,11,20,1.14,0.1399999999999999
exp001_run18,exp001,1.0,11,20,1.05,0.050000000000000044
exp001_run19,exp001,1.0,11,20,1.25,0.25
exp001_run20,exp001,1.0,11,20,1.0,0.0
exp001_run01,exp001,1.25,11,20,1.25,0.0
exp001_run02,exp001,1.25,11,20,1.05,0.19999999999999996
exp001_run03,exp001,1.25,11,20,1.05,0.19999999999999996
exp001_run04,exp001,1.25,11,20,1.25,0.0
exp001_run05,exp001,1.25,11,20,1.25,0.0
exp001_run06,exp001,1.25,11,20,1.25,0.0
exp001_run07,exp001,1.25,11,20,1.25,0.0
exp001_run08,exp001,1.25,11,20,1.25,0.0
exp001_run09,exp001,1.25,11,20,1.25,0.0
exp001_run10,exp001,1.25,11,20,1.05,0.19999999999999996
exp001_run11,exp001,1.25,11,20,1.05,0.19999999999999996
exp001_run12,exp001,1.25,11,20,1.0,0.25
exp001_run13,exp001,1.25,11,20,1.12,0.1299999999999999
exp001_run14,exp001,1.25,11,20,1.0,0.25
exp001_run15,exp001,1.25,11,20,1.0,0.25
exp001_run16,exp001,1.25,11,20,1.12,0.1299999999999999
exp001_run17,exp001,1.25,11,20,1.14,0.1100000000000001
exp001_run18,exp001,1.25,11,20,1.14,0.1100000000000001
exp001_run19,exp001,1.25,11,20,1.12,0.1299999999999999
exp001_run20,exp001,1.25,11,20,1.25,0.0
exp001_run01,exp001,1.5,11,20,1.0,0.5
exp001_run02,exp001,1.5,11,20,1.25,0.25
exp001_run03,exp001,1.5,11,20,1.05,0.44999999999999996
exp001_run04,exp001,1.5,11,20,1.12,0.3799999999999999
exp001_run05,exp001,1.5,11,20,1.05,0.44999999999999996
exp001_run06,exp001,1.5,11,20,1.0,0.5
exp001_run07,exp001,1.5,11,20,1.25,0.25
exp001_run08,exp001,1.5,11,20,1.0,0.5
exp001_run09,exp001,1.5,11,20,1.05,0.44999999999999996
exp001_run10,exp001,1.5,11,20,1.25,0.25
exp001_run11,exp001,1.5,11,20,1.25,0.25
exp001_run12,exp001,1.5,11,20,1.25,0.25
exp001_run13,exp001,1.5,11,20,1.25,0.25
exp001_run14,exp001,1.5,11,20,1.05,0.44999999999999996
exp001_run15,exp001,1.5,11,20,1.0,0.5
exp001_run16,exp001,1.5,11,20,1.05,0.44999999999999996
exp001_run17,exp001,1.5,11,20,1.0,0.5
exp001_run18,exp001,1.5,11,20,1.0,0.5
exp001_run19,exp001,1.5,11,20,1.25,0.25
exp001_run20,exp001,1.5,11,20,1.25,0.25
exp001_run01,exp001,1.75,11,20,1.25,0.5
exp001_run02,exp001,1.75,11,20,1.12,0.6299999999999999
exp001_run03,exp001,1.75,11,20,1.0,0.75
exp001_run04,exp001,1.75,11,20,1.05,0.7
exp001_run05,exp001,1.75,11,20,1.25,0.5
exp001_run06,exp001,1.75,11,20,1.0,0.75
exp001_run07,exp001,1.75,11,20,1.25,0.5
exp001_run08,exp001,1.75,11,20,1.0,0.75
exp001_run09,exp001,1.75,11,20,1.05,0.7
exp001_run10,exp001,1.75,11,20,1.05,0.7
exp001_run11,exp001,1.75,11,20,1.25,0.5
exp001_run12,exp001,1.75,11,20,1.25,0.5
exp001_run13,exp001,1.75,11,20,1.25,0.5
exp001_run14,exp001,1.75,11,20,1.0,0.75
exp001_run15,exp001,1.75,11,20,1.05,0.7
exp001_run16,exp001,1.75,11,20,1.25,0.5
exp001_run17,exp001,1.75,11,20,1.25,0.5
exp001_run18,exp001,1.75,11,20,1.0,0.75
exp001_run19,exp001,1.75,11,20,1.0,0.75
exp001_run20,exp001,1.75,11,20,1.14,0.6100000000000001
exp001_run01,exp001,0.25,13,20,1.05,0.8
exp001_run02,exp001,0.25,13,20,1.25,1.0
exp001_run03,exp001,0.25,13,20,1.25,1.0
exp001_run04,exp001,0.25,13,20,0.75,0.5
exp001_run05,exp001,0.25,13,20,1.25,1.0
exp001_run06,exp001,0.25,13,20,0.75,0.5
exp001_run07,exp001,0.25,13,20,0.75,0.5
exp001_run08,exp001,0.25,13,20,0.75,0.5
exp001_run09,exp001,0.25,13,20,0.75,0.5
exp001_run10,exp001,0.25,13,20,1.25,1.0
exp001_run11,exp001,0.25,13,20,0.75,0.5
exp001_run12,exp001,0.25,13,20,0.83,0.58
exp001_run13,exp001,0.25,13,20,0.75,0.5
exp001_run14,exp001,0.25,13,20,0.75,0.5
exp001_run15,exp001,0.25,13,20,0.67,0.42000000000000004
exp001_run16,exp001,0.25,13,20,0.75,0.5
exp001_run17,exp001,0.25,13,20,0.75,0.5
exp001_run18,exp001,0.25,13,20,1.25,1.0
exp001_run19,exp001,0.25,13,20,1.25,1.0
exp001_run20,exp001,0.25,13,20,0.67,0.42000000000000004
exp001_run01,exp001,0.5,13,20,1.05,0.55
exp001_run02,exp001,0.5,13,20,0.75,0.25
exp001_run03,exp001,0.5,13,20,1.05,0.55
exp001_run04,exp001,0.5,13,20,1.05,0.55
exp001_run05,exp001,0.5,13,20,1.0,0.5
exp001_run06,exp001,0.5,13,20,1.05,0.55
exp001_run07,exp001,0.5,13,20,1.25,0.75
exp001_run08,exp001,0.5,13,20,1.05,0.55
exp001_run09,exp001,0.5,13,20,0.67,0.17000000000000004
exp001_run10,exp001,0.5,13,20,0.75,0.25
exp001_run11,exp001,0.5,13,20,1.25,0.75
exp001_run12,exp001,0.5,13,20,1.05,0.55
exp001_run13,exp001,0.5,13,20,0.75,0.25
exp001_run14,exp001,0.5,13,20,0.67,0.17000000000000004
exp001_run15,exp001,0.5,13,20,1.25,0.75
exp001_run16,exp001,0.5,13,20,0.75,0.25
exp001_run17,exp001,0.5,13,20,1.0,0.5
exp001_run18,exp001,0.5,13,20,1.25,0.75
exp001_run19,exp001,0.5,13,20,1.25,0.75
exp001_run20,exp001,0.5,13,20,0.75,0.25
exp001_run01,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run02,exp001,0.75,13,20,0.83,0.07999999999999996
exp001_run03,exp001,0.75,13,20,1.0,0.25
exp001_run04,exp001,0.75,13,20,1.0,0.25
exp001_run05,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run06,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run07,exp001,0.75,13,20,1.25,0.5
exp001_run08,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run09,exp001,0.75,13,20,1.0,0.25
exp001_run10,exp001,0.75,13,20,1.25,0.5
exp001_run11,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run12,exp001,0.75,13,20,1.0,0.25
exp001_run13,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run14,exp001,0.75,13,20,1.0,0.25
exp001_run15,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run16,exp001,0.75,13,20,1.25,0.5
exp001_run17,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run18,exp001,0.75,13,20,1.0,0.25
exp001_run19,exp001,0.75,13,20,1.05,0.30000000000000004
exp001_run20,exp001,0.75,13,20,1.25,0.5
exp001_run01,exp001,1.0,13,20,1.0,0.0
exp001_run02,exp001,1.0,13,20,1.25,0.25
exp001_run03,exp001,1.0,13,20,1.05,0.050000000000000044
exp001_run04,exp001,1.0,13,20,1.05,0.050000000000000044
exp001_run05,exp001,1.0,13,20,1.25,0.25
exp001_run06,exp001,1.0,13,20,1.25,0.25
exp001_run07,exp001,1.0,13,20,1.05,0.050000000000000044
exp001_run08,exp001,1.0,13,20,1.25,0.25
exp001_run09,exp001,1.0,13,20,1.25,0.25
exp001_run10,exp001,1.0,13,20,1.12,0.1200000000000001
exp001_run11,exp001,1.0,13,20,1.0,0.0
exp001_run12,exp001,1.0,13,20,1.0,0.0
exp001_run13,exp001,1.0,13,20,1.05,0.050000000000000044
exp001_run14,exp001,1.0,13,20,1.14,0.1399999999999999
exp001_run15,exp001,1.0,13,20,1.0,0.0
exp001_run16,exp001,1.0,13,20,1.25,0.25
exp001_run17,exp001,1.0,13,20,1.0,0.0
exp001_run18,exp001,1.0,13,20,1.25,0.25
exp001_run19,exp001,1.0,13,20,1.12,0.1200000000000001
exp001_run20,exp001,1.0,13,20,1.12,0.1200000000000001
exp001_run01,exp001,1.25,13,20,1.25,0.0
exp001_run02,exp001,1.25,13,20,1.05,0.19999999999999996
exp001_run03,exp001,1.25,13,20,1.0,0.25
exp001_run04,exp001,1.25,13,20,0.85,0.4
exp001_run05,exp001,1.25,13,20,1.14,0.1100000000000001
exp001_run06,exp001,1.25,13,20,1.25,0.0
exp001_run07,exp001,1.25,13,20,1.25,0.0
exp001_run08,exp001,1.25,13,20,1.12,0.1299999999999999
exp001_run09,exp001,1.25,13,20,1.05,0.19999999999999996
exp001_run10,exp001,1.25,13,20,1.0,0.25
exp001_run11,exp001,1.25,13,20,1.25,0.0
exp001_run12,exp001,1.25,13,20,1.0,0.25
exp001_run13,exp001,1.25,13,20,1.0,0.25
exp001_run14,exp001,1.25,13,20,1.0,0.25
exp001_run15,exp001,1.25,13,20,1.05,0.19999999999999996
exp001_run16,exp001,1.25,13,20,1.05,0.19999999999999996
exp001_run17,exp001,1.25,13,20,1.14,0.1100000000000001
exp001_run18,exp001,1.25,13,20,1.0,0.25
exp001_run19,exp001,1.25,13,20,1.0,0.25
exp001_run20,exp001,1.25,13,20,1.05,0.19999999999999996
exp001_run01,exp001,1.5,13,20,1.0,0.5
exp001_run02,exp001,1.5,13,20,1.0,0.5
exp001_run03,exp001,1.5,13,20,1.05,0.44999999999999996
exp001_run04,exp001,1.5,13,20,1.25,0.25
exp001_run05,exp001,1.5,13,20,1.25,0.25
exp001_run06,exp001,1.5,13,20,1.14,0.3600000000000001
exp001_run07,exp001,1.5,13,20,1.05,0.44999999999999996
exp001_run08,exp001,1.5,13,20,1.0,0.5
exp001_run09,exp001,1.5,13,20,1.25,0.25
exp001_run10,exp001,1.5,13,20,1.0,0.5
exp001_run11,exp001,1.5,13,20,1.14,0.3600000000000001
exp001_run12,exp001,1.5,13,20,1.0,0.5
exp001_run13,exp001,1.5,13,20,1.0,0.5
exp001_run14,exp001,1.5,13,20,1.0,0.5
exp001_run15,exp001,1.5,13,20,1.0,0.5
exp001_run16,exp001,1.5,13,20,1.25,0.25
exp001_run17,exp001,1.5,13,20,1.05,0.44999999999999996
exp001_run18,exp001,1.5,13,20,1.05,0.44999999999999996
exp001_run19,exp001,1.5,13,20,1.0,0.5
exp001_run20,exp001,1.5,13,20,1.25,0.25
exp001_run01,exp001,1.75,13,20,1.0,0.75
exp001_run02,exp001,1.75,13,20,1.05,0.7
exp001_run03,exp001,1.75,13,20,1.0,0.75
exp001_run04,exp001,1.75,13,20,1.25,0.5
exp001_run05,exp001,1.75,13,20,1.25,0.5
exp001_run06,exp001,1.75,13,20,1.0,0.75
exp001_run07,exp001,1.75,13,20,1.0,0.75
exp001_run08,exp001,1.75,13,20,1.05,0.7
exp001_run09,exp001,1.75,13,20,1.06,0.69
exp001_run10,exp001,1.75,13,20,1.25,0.5
exp001_run11,exp001,1.75,13,20,1.0,0.75
exp001_run12,exp001,1.75,13,20,1.14,0.6100000000000001
exp001_run13,exp001,1.75,13,20,1.0,0.75
exp001_run14,exp001,1.75,13,20,1.25,0.5
exp001_run15,exp001,1.75,13,20,1.05,0.7
exp001_run16,exp001,1.75,13,20,1.0,0.75
exp001_run17,exp001,1.75,13,20,1.25,0.5
exp001_run18,exp001,1.75,13,20,1.0,0.75
exp001_run19,exp001,1.75,13,20,1.12,0.6299999999999999
exp001_run20,exp001,1.75,13,20,1.0,0.75
exp001_run01,exp001,0.25,15,20,0.75,0.5
exp001_run02,exp001,0.25,15,20,0.75,0.5
exp001_run03,exp001,0.25,15,20,1.25,1.0
exp001_run04,exp001,0.25,15,20,1.0,0.75
exp001_run05,exp001,0.25,15,20,1.25,1.0
exp001_run06,exp001,0.25,15,20,0.75,0.5
exp001_run07,exp001,0.25,15,20,1.0,0.75
exp001_run08,exp001,0.25,15,20,1.25,1.0
exp001_run09,exp001,0.25,15,20,1.25,1.0
exp001_run10,exp001,0.25,15,20,0.75,0.5
exp001_run11,exp001,0.25,15,20,1.25,1.0
exp001_run12,exp001,0.25,15,20,0.75,0.5
exp001_run13,exp001,0.25,15,20,0.75,0.5
exp001_run14,exp001,0.25,15,20,1.25,1.0
exp001_run15,exp001,0.25,15,20,0.75,0.5
exp001_run16,exp001,0.25,15,20,0.75,0.5
exp001_run17,exp001,0.25,15,20,1.25,1.0
exp001_run18,exp001,0.25,15,20,0.75,0.5
exp001_run19,exp001,0.25,15,20,0.67,0.42000000000000004
exp001_run20,exp001,0.25,15,20,0.75,0.5
exp001_run01,exp001,0.5,15,20,1.05,0.55
exp001_run02,exp001,0.5,15,20,0.75,0.25
exp001_run03,exp001,0.5,15,20,1.25,0.75
exp001_run04,exp001,0.5,15,20,1.05,0.55
exp001_run05,exp001,0.5,15,20,1.25,0.75
exp001_run06,exp001,0.5,15,20,0.75,0.25
exp001_run07,exp001,0.5,15,20,1.05,0.55
exp001_run08,exp001,0.5,15,20,1.05,0.55
exp001_run09,exp001,0.5,15,20,0.75,0.25
exp001_run10,exp001,0.5,15,20,0.75,0.25
exp001_run11,exp001,0.5,15,20,1.25,0.75
exp001_run12,exp001,0.5,15,20,1.0,0.5
exp001_run13,exp001,0.5,15,20,1.05,0.55
exp001_run14,exp001,0.5,15,20,0.75,0.25
exp001_run15,exp001,0.5,15,20,0.75,0.25
exp001_run16,exp001,0.5,15,20,0.75,0.25
exp001_run17,exp001,0.5,15,20,1.05,0.55
exp001_run18,exp001,0.5,15,20,1.05,0.55
exp001_run19,exp001,0.5,15,20,0.83,0.32999999999999996
exp001_run20,exp001,0.5,15,20,1.05,0.55
exp001_run01,exp001,0.75,15,20,1.05,0.30000000000000004
exp001_run02,exp001,0.75,15,20,1.0,0.25
exp001_run03,exp001,0.75,15,20,1.05,0.30000000000000004
exp001_run04,exp001,0.75,15,20,1.05,0.30000000000000004
exp001_run05,exp001,0.75,15,20,1.05,0.30000000000000004
exp001_run06,exp001,0.75,15,20,0.75,0.0
exp001_run07,exp001,0.75,15,20,1.05,0.30000000000000004
exp001_run08,exp001,0.75,15,20,1.0,0.25
exp001_run09,exp001,0.75,15,20,1.25,0.5
exp001_run10,exp001,0.75,15,20,1.0,0.25
exp001_run11,exp001,0.75,15,20,1.25,0.5
exp001_run12,exp001,0.75,15,20,1.0,0.25
exp001_run13,exp001,0.75,15,20,1.0,0.25
exp001_run14,exp001,0.75,15,20,1.25,0.5
exp001_run15,exp001,0.75,15,20,1.0,0.25
exp001_run16,exp001,0.75,15,20,1.25,0.5
exp001_run17,exp001,0.75,15,20,1.05,0.30000000000000004
exp001_run18,exp001,0.75,15,20,1.0,0.25
exp001_run19,exp001,0.75,15,20,0.83,0.07999999999999996
exp001_run20,exp001,0.75,15,20,1.0,0.25
exp001_run01,exp001,1.0,15,20,1.0,0.0
exp001_run02,exp001,1.0,15,20,1.0,0.0
exp001_run03,exp001,1.0,15,20,1.0,0.0
exp001_run04,exp001,1.0,15,20,1.05,0.050000000000000044
exp001_run05,exp001,1.0,15,20,1.0,0.0
exp001_run06,exp001,1.0,15,20,1.05,0.050000000000000044
exp001_run07,exp001,1.0,15,20,1.0,0.0
exp001_run08,exp001,1.0,15,20,1.05,0.050000000000000044
exp001_run09,exp001,1.0,15,20,1.25,0.25
exp001_run10,exp001,1.0,15,20,1.0,0.0
exp001_run11,exp001,1.0,15,20,1.1,0.10000000000000009
exp001_run12,exp001,1.0,15,20,1.05,0.050000000000000044
exp001_run13,exp001,1.0,15,20,1.12,0.1200000000000001
exp001_run14,exp001,1.0,15,20,1.0,0.0
exp001_run15,exp001,1.0,15,20,1.05,0.050000000000000044
exp001_run16,exp001,1.0,15,20,1.12,0.1200000000000001
exp001_run17,exp001,1.0,15,20,1.0,0.0
exp001_run18,exp001,1.0,15,20,1.0,0.0
exp001_run19,exp001,1.0,15,20,1.0,0.0
exp001_run20,exp001,1.0,15,20,1.0,0.0
exp001_run01,exp001,1.25,15,20,1.0,0.25
exp001_run02,exp001,1.25,15,20,1.05,0.19999999999999996
exp001_run03,exp001,1.25,15,20,1.0,0.25
exp001_run04,exp001,1.25,15,20,1.05,0.19999999999999996
exp001_run05,exp001,1.25,15,20,1.05,0.19999999999999996
exp001_run06,exp001,1.25,15,20,1.0,0.25
exp001_run07,exp001,1.25,15,20,1.25,0.0
exp001_run08,exp001,1.25,15,20,1.0,0.25
exp001_run09,exp001,1.25,15,20,1.25,0.0
exp001_run10,exp001,1.25,15,20,1.14,0.1100000000000001
exp001_run11,exp001,1.25,15,20,1.25,0.0
exp001_run12,exp001,1.25,15,20,1.0,0.25
exp001_run13,exp001,1.25,15,20,1.05,0.19999999999999996
exp001_run14,exp001,1.25,15,20,1.05,0.19999999999999996
exp001_run15,exp001,1.25,15,20,1.0,0.25
exp001_run16,exp001,1.25,15,20,1.05,0.19999999999999996
exp001_run17,exp001,1.25,15,20,1.0,0.25
exp001_run18,exp001,1.25,15,20,1.0,0.25
exp001_run19,exp001,1.25,15,20,1.25,0.0
exp001_run20,exp001,1.25,15,20,1.14,0.1100000000000001
exp001_run01,exp001,1.5,15,20,1.0,0.5
exp001_run02,exp001,1.5,15,20,1.0,0.5
exp001_run03,exp001,1.5,15,20,1.0,0.5
exp001_run04,exp001,1.5,15,20,1.05,0.44999999999999996
exp001_run05,exp001,1.5,15,20,1.0,0.5
exp001_run06,exp001,1.5,15,20,1.0,0.5
exp001_run07,exp001,1.5,15,20,1.0,0.5
exp001_run08,exp001,1.5,15,20,1.0,0.5
exp001_run09,exp001,1.5,15,20,1.0,0.5
exp001_run10,exp001,1.5,15,20,1.25,0.25
exp001_run11,exp001,1.5,15,20,1.14,0.3600000000000001
exp001_run12,exp001,1.5,15,20,1.25,0.25
exp001_run13,exp001,1.5,15,20,1.0,0.5
exp001_run14,exp001,1.5,15,20,1.05,0.44999999999999996
exp001_run15,exp001,1.5,15,20,1.0,0.5
exp001_run16,exp001,1.5,15,20,1.0,0.5
exp001_run17,exp001,1.5,15,20,1.05,0.44999999999999996
exp001_run18,exp001,1.5,15,20,1.05,0.44999999999999996
exp001_run19,exp001,1.5,15,20,1.0,0.5
exp001_run20,exp001,1.5,15,20,1.0,0.5
exp001_run01,exp001,1.75,15,20,1.0,0.75
exp001_run02,exp001,1.75,15,20,1.0,0.75
exp001_run03,exp001,1.75,15,20,1.0,0.75
exp001_run04,exp001,1.75,15,20,1.0,0.75
exp001_run05,exp001,1.75,15,20,1.25,0.5
exp001_run06,exp001,1.75,15,20,1.0,0.75
exp001_run07,exp001,1.75,15,20,1.0,0.75
exp001_run08,exp001,1.75,15,20,1.0,0.75
exp001_run09,exp001,1.75,15,20,1.0,0.75
exp001_run10,exp001,1.75,15,20,1.0,0.75
exp001_run11,exp001,1.75,15,20,1.0,0.75
exp001_run12,exp001,1.75,15,20,1.05,0.7
exp001_run13,exp001,1.75,15,20,1.25,0.5
exp001_run14,exp001,1.75,15,20,1.0,0.75
exp001_run15,exp001,1.75,15,20,1.1,0.6499999999999999
exp001_run16,exp001,1.75,15,20,1.0,0.75
exp001_run17,exp001,1.75,15,20,1.25,0.5
exp001_run18,exp001,1.75,15,20,1.0,0.75
exp001_run19,exp001,1.75,15,20,1.0,0.75
exp001_run20,exp001,1.75,15,20,1.0,0.75
exp001_run01,exp001,0.25,17,20,0.75,0.5
exp001_run02,exp001,0.25,17,20,1.25,1.0
exp001_run03,exp001,0.25,17,20,1.05,0.8
exp001_run04,exp001,0.25,17,20,0.67,0.42000000000000004
exp001_run05,exp001,0.25,17,20,1.25,1.0
exp001_run06,exp001,0.25,17,20,0.75,0.5
exp001_run07,exp001,0.25,17,20,1.05,0.8
exp001_run08,exp001,0.25,17,20,1.25,1.0
exp001_run09,exp001,0.25,17,20,0.75,0.5
exp001_run10,exp001,0.25,17,20,0.75,0.5
exp001_run11,exp001,0.25,17,20,0.75,0.5
exp001_run12,exp001,0.25,17,20,0.75,0.5
exp001_run13,exp001,0.25,17,20,0.75,0.5
exp001_run14,exp001,0.25,17,20,0.75,0.5
exp001_run15,exp001,0.25,17,20,1.05,0.8
exp001_run16,exp001,0.25,17,20,1.0,0.75
exp001_run17,exp001,0.25,17,20,1.05,0.8
exp001_run18,exp001,0.25,17,20,1.05,0.8
exp001_run19,exp001,0.25,17,20,0.75,0.5
exp001_run20,exp001,0.25,17,20,1.0,0.75
exp001_run01,exp001,0.5,17,20,1.05,0.55
exp001_run02,exp001,0.5,17,20,1.05,0.55
exp001_run03,exp001,0.5,17,20,1.0,0.5
